Brand;Model;FullSpeed;FullAcceleration;FullHandling;FullNitro;FullUpgrade;FullCommon;FullRare;FullEpic;FullImport;FullStar1;FullStar2;FullStar3;FullStar4;FullStar5;FullStar6;FullBlueprint;FullEvo;ToInstallSpeed;ToInstallAcceleration;ToInstallHandling;ToInstallNitro;ToInstallUpgrade;ToInstallCommon;ToInstallRare;ToInstallEpic;ToInstallImport;ToUnblock;ToGold
"Inferno Automobili";Inferno;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infiniti;"Projet Black S";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nio;EP9;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ATS Automobili";"Corsa RRTurbo";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;Roma;;;;;;;;;;;;;;;;;;;;;;;;;;;
Italdesign;DaVinci;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Murcielago LP 640 Roadster";;1;;1;;1;;1;1;1;;1;;1;1;1;1;1;1;;1;;1;;1;;1
Lamborghini;"Essenza SCV12";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mazzanti;"Evantra Millecavalli";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;Imola;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";Victor;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";Valkyrie;;;;;;;;;1;;1;;;;1;1;1;;;;;;;;;;
Renault;"R.S. 01";;;;;;;;;;;;;;;;;;;;;;;;;;;
Volkswagen;"W12 Coupe";;;;;;;;;;;;;;;;;;;;;;;;;;;
Zenvo;TSR-S;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"V12 Speedster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;"Veyron 16.4 Grand Sport Vitesse";;;;;;;;;;;;;;;;;;;;;;;;;;;
Hennessey;"Venom F5";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Aventador SVJ Roadster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;SC20;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Elva;;;;;;;;;;;;;;;;;;;;;;;;;;;
Drako;GTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"McLaren Senna GTR";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Zonda HP Barchetta";;;;;;;;;;;;;;;;;;;;;;;;;;;
Raesr;"Tachyon Speed";1;;1;;1;;1;;1;;1;;;;;1;;;;;;;;;;;
Renault;TreZor;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;Concept_One;1;;1;;1;;1;;1;;1;;;;1;1;1;;;;;;;;;;
Toroidion;1MW;;;;;;;;;;;;;;;;;;;;;;;;;;;
Volkswagen;"Electric R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Arash;AF10;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glickenhaus;004C;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glickenhaus;007S;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;Gemera;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotus;Emira;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;GT;;;;;;;;;;;;;;;;;;;;;;;;;;;
Naran;"Hyper Coupé";1;;1;;1;;1;;1;;;;;;1;;;;;;;;;;;;
Nissan;"GTR-50 Italdesign";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Zonda R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Saleen;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";One77;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"Senna GTR";;1;;1;;1;;1;1;1;;1;;1;1;1;1;1;1;;1;;1;;1;;
Puritalia;Berlinetta;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ultima;RS;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vision;1789;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arash;"AF8 Falcon Édition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolwell;"MK X Nagari 500";;;;;;;;;;;;;;;;;;;;;;;;;;;
Brabham;BT62;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tushek;"TS 900 Racer Pro";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Countach 25th Anniversary";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Sesto Elemento";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Reventón Roadster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Miura Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Countach LPI 800-4";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Diablo GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentley;"Continental GT Speed";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;EB110;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;Centodieci;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"Monza SP1";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;765LT;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"600LT Spider";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Huayra R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Renault;Dezir;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ajlani;Drakuma;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;"XE SV Project 8";;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;"Agera RS";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"R390 GT1";;;;;;;;;;;;;;;;;;;;;;;;;;;
Peugeot;SR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ares;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;Bolide;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysler;ME412;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Faraday Future";FFZero1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;"XJ220S TWR";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"650S GT3";;;;;;;;;;;;;;;;;;;;;;;;;;;
Peugeot;9X8;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Boxster 25th Anniversary";;;;;;;;;;;;;;;;;;;;;;;;;;;
Praga;R1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Donkervoort;"D8 GTO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;F50;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"AMG GT Black Series";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Spania GTA";"2015 GTA Spano";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Torino Design";"Super Sport";;;;;;;;;;;;;;;;;;;;;;;;;;;
"FV Frangivento";"Sorpasso GT3";;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;XJR-9;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kepler;Motion;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;CCXR;;;;;;;;;;;;;;;;;;;;;;;;;;;
KTM;"X-Bow GTX";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Revuelto;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maserati;MC12;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apollo;EVO;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMW;"M4 GT3";;;;;;;;;;;;;;;;;;;;;;;;;;;
"De Tomaso";P72;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;CLK-GTR;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Panamera Turbo S";1;;1;;1;;1;;1;;1;;;;1;1;1;1;1;;1;;;;;;
Porsche;"935 (2019)";;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;XJR-15;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;CC850;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"Solus GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"370Z Édition Néon";;;;;;;;;;;;;;;;;;;;;;;;;;;
Noble;"M600 Speedster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Saleen;"S7 Twin Turbo";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;"Chiron Super Sport 300+";;;;;;;;;;;;;;;;;;;;;;;;;;;
Deus;Vayanne;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Mustang Mach-E1400";;;;;;;;;;;;;;;;;;;;;;;;;;;
Maserati;MC20;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Artura;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;"Concept S";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"DBS GT Zagato";;;;;;;;;;;;;;;;;;;;;;;;;;;
Devel;Sixteen;;;;;;;;;1;;1;;;;1;1;1;1;;;;;;;;;
Ferrari;"296 GTB";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Team Fordzilla P1";1;;1;;1;;1;;1;;1;;;;1;1;1;1;1;;;;;;;;
Lamborghini;Invencible;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"2022 Showcar Vision AMG";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Alfa Romeo";"Giulia GTAm";;;;;;;;;;;;;;;;;;;;;;;;;;;
"ATS Automobili";GT;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"Daytona SP3";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Formule E";"GEN 2 Asphalt Édition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Huracán STO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Utopia Coupé";;;;;;;;;;;;;;;;;;;;;;;;;;;
"W Motors";"Lykan Édition Néon";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"Vantage V12 2022";1;;1;;1;;1;;1;;1;;;;;1;1;1;;;;;;;;;
"De Tomaso";P900;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FV Frangivento";Asfanè;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;SC63;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 Carrera RS 3.8";;;;;;;;;;;;;;;;;;;;;;;;;;;
Zenvo;"Aurora Tur";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";DB12;1;;1;;1;;1;;1;;1;;;;1;1;1;1;;;;;;;;;
Lotus;E-R9;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maserati;"MC20 GT2";;;;;;;;;;;;;;;;;;;;;;;;;;;
McMurtry;Spéirling;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"GT-R Néon Édition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;"Chiron Pur Sport";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"SF90 XX Stradale";1;;1;;1;;1;;1;;1;;;;1;1;1;1;1;1;1;;;;;;
Ford;"Mustang RTR Spec 5 10th Anniversary";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"GT Frankie Edition";1;;1;;1;;1;;1;;1;;;;1;1;;;;;;;;;;;
Koenigsegg;"Jesko Absolut";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Autentica;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Mission R";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";Valour;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Automobili Pininfarina";"Battista Edizione Nino Farina";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;Mistral;;;;;;;;;;;;;;;;;;;;;;;;;;;
Czinger;21C;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Temerario;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"Vision One-Eleven";;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;"Nevera Time Attack";;;;;;;;;;;;;;;;;;;;;;;;;;;
TVR;Sagaris;;;;;;;;;;;;;;;;;;;;;;;;;;;
"DS Automobiles";"E-TENSE Performance";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"499P Modificata";;1;;1;;1;;1;1;1;;1;1;;1;1;1;1;1;1;1;;1;;;;
Ford;"Shelby Super Snake";;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;"XKR-S GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Sabre;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pininfarina;Teorema;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 Turbo 50 Years";;;;;;;;;;;;;;;;;;;;;;;;;;;
Raesr;Tartarus;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FV Frangivento";GT65;;;;;;;;;;;;;;;;;;;;;;;;;;;
HTT;"Locus Pléthore LC750";;;;;;;;;;;;;;;;;;;;;;;;;;;
Kimera;EVO37;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Chevrolet Corvette Stingray";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 50 Years Porsche Design";;;;;;;;;;;;;;;;;;;;;;;;;;;
Praga;Bohema;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"GT MK IV";;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai;"N Vision 74 Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai;"Ioniq 5 N";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lexus;"Electrified Sport Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
SSC;"Tuatara Striker";;;;;;;;;;;;;;;;;;;;;;;;;;;
Toyota;"GR Supra 2023";;;;;;;;;;;;;;;;;;;;;;;;;;;
Toyota;"GR Super Sport Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Formule E";"GEN 3 EVO Championship Edition";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Aston Martin Valkyrie";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"Mercedes-AMG ONE";;;;;;;;;1;;1;;1;;1;1;1;1;;;;;;;;;
Nissan;"Z GT4";;;;;;;;;;;;;;;;;;;;;;;;;;;
SSC;"Ultimate Aero TT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Toyota;"GR Supra Racing Concept";1;;1;;1;;1;;1;;1;;;;1;1;1;1;1;;;;;;;;
Arash;Imperium;;;;;;;;;;;;;;;;;;;;;;;;;;;
Citroën;"DS Survolt";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"F12 Berlinetta";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Ferrari FXX K";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Lamborghini Revuelto";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"Silver Lightning";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mosler;"Super GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Zonda Cinque";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"DBS 770 Ultimate";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Automobili Pininfarina";B95;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMW;"M Hybrid V8";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Mustang RTR Spec 5-FD";;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;One:1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotus;Emeya;1;;1;;1;;1;;1;;1;;;;1;1;;;;;;;;;;;
Raesr;Aglaia;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dodge;"Charger SRT Hellcat Redeye Widebody";;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;Chimera;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Bugatti Chiron Pur Sport";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"750S Coupé";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"C 63 AMG DTM";;;;;;;;;;;;;;;;;;;;;;;;;;;
Tushek;"Aeon E";;;;;;;;;;;;;;;;;;;;;;;;;;;
Zenvo;"Aurora Agil";;;;;;;;;;;;;;;;;;;;;;;;;;;
Icona;"Vulcano Spyder";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"BMW M4 GT3 EVO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lexus;"LFA Nürburgring Package";1;;1;;1;;1;;1;;1;;;;1;1;1;1;;;;;;;;;
