"Speed";"Acceleration";"Handling";"Nitro";"CalculateMark";"TempMark";"FinalMark";"Brand";"Model"
"9";"9";"9";"9";"9";"9";"9";"Ford";"GT Frankie Edition"
"9";"9";"9";"9";"9";"9";"9";"Ford";"GT MK II"
"9";"9";"9";"9";"9";"9";"9";"Ford";"GT MK IV"
"9";"9";"9";"9";"9";"9";"9";"Ford";"Mustang Mach-E1400"
"9";"9";"9";"9";"9";"9";"9";"Ford";"Mustang RTR Spec 5 10th Anniversary"
"9";"9";"9";"9";"9";"9";"9";"Ford";"Shelby GR-1"
"9";"9";"9";"9";"9";"9";"9";"Ford";"Shelby GT350R"
"9";"9";"9";"9";"9";"9";"9";"Ford";"Shelby Super Snake"
"9";"9";"9";"9";"9";"9";"9";"Ford";"Team Fordzilla P1"
"9";"9";"9";"9";"9";"9";"9";"Formule E";"GEN 2 Asphalt Édition"
"9";"9";"9";"9";"9";"9";"9";"Formule E";"GEN 3 EVO Championship Edition"
"9";"9";"9";"9";"9";"9";"9";"FV Frangivento";"Asfanè"
"9";"9";"9";"9";"9";"9";"9";"FV Frangivento";"GT65"
"9";"9";"9";"9";"9";"9";"9";"FV Frangivento";"Sorpasso GT3"
"9";"9";"9";"9";"9";"9";"9";"Genty";"Akylone"
"9";"9";"9";"9";"9";"9";"9";"Ginetta";"G60"
"9";"9";"9";"9";"9";"9";"9";"Glickenhaus";"003S"
"9";"9";"9";"9";"9";"9";"9";"Glickenhaus";"004C"
"9";"9";"9";"9";"9";"9";"9";"Glickenhaus";"007S"
"9";"9";"9";"9";"9";"9";"9";"Hennessey";"Venom F5"
"9";"9";"9";"9";"9";"9";"9";"Honda";"Civic Type-R"
"9";"9";"9";"9";"9";"9";"9";"HTT";"Locus Pléthore LC750"
"9";"9";"9";"9";"9";"9";"9";"Hyundai";"Ioniq 5 N"
"9";"9";"9";"9";"9";"9";"9";"Hyundai";"N Vision 74 Concept"
"9";"9";"9";"9";"9";"9";"9";"Icona";"Vulcano Titanium"
"9";"9";"9";"9";"9";"9";"9";"Inferno Automobili";"Inferno"
"9";"9";"9";"9";"9";"9";"9";"Inferno Automobili";"Settimo Cerchio"
"9";"9";"9";"9";"9";"9";"9";"Infiniti";"Projet Black S"
"9";"9";"9";"9";"9";"9";"9";"Italdesign";"DaVinci"
"9";"9";"9";"9";"9";"9";"9";"Italdesign";"Zerouno"
"9";"9";"9";"9";"9";"9";"9";"Jaguar";"C-X75"
"9";"9";"9";"9";"9";"9";"9";"Jaguar";"F-Type SVR"
"9";"9";"9";"9";"9";"9";"9";"Jaguar";"XE SV Project 8"
"9";"9";"9";"9";"9";"9";"9";"Jaguar";"XJ220S TWR"
"9";"9";"9";"9";"9";"9";"9";"Jaguar";"XJR-15"
"9";"9";"9";"9";"9";"9";"9";"Jaguar";"XJR-9"
"9";"9";"9";"9";"9";"9";"9";"Jaguar";"XKR-S GT"
"9";"9";"9";"9";"9";"9";"9";"Kepler";"Motion"
"9";"9";"9";"9";"9";"9";"9";"Kimera";"EVO37"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"Agera RS"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"CC850"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"CCXR"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"Gemera"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"Jesko"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"Jesko Absolut"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"Regera"
"9";"9";"9";"9";"9";"9";"9";"KTM";"X-Bow GTX"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Asterion"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Autentica"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Aventador J"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Aventador SV Coupé"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Aventador SVJ Roadster"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Centenario"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Countach 25th Anniversary"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Countach LPI 800-4"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Diablo GT"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Egoista"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Essenza SCV12"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Gallardo LP560-4"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Huracán Evo Spyder"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Huracán STO"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Huracán Super Trofeo Evo"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Invencible"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Miura Concept"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Murcielago LP 640 Roadster"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Reventón Roadster"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Revuelto"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"SC18"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"SC20"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"SC63"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Sesto Elemento"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Sián FKP 37"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Temerario"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Terzo Millennio"
"9";"9";"9";"9";"9";"9";"9";"Lamborghini";"Veneno"
"9";"9";"9";"9";"9";"9";"9";"Lego Technic";"Aston Martin Valkyrie"
"9";"9";"9";"9";"9";"9";"9";"Lego Technic";"Chevrolet Corvette Stingray"
"9";"9";"9";"9";"9";"9";"9";"Lego Technic";"Ferrari FXX K"
"9";"9";"9";"9";"9";"9";"9";"Lego Technic";"Lamborghini Revuelto"
"9";"9";"9";"9";"9";"9";"9";"Lego Technic";"McLaren Senna GTR"
"9";"9";"9";"9";"9";"9";"9";"Lexus";"BEV Sport Concept"
"9";"9";"9";"9";"9";"9";"9";"Lotus";"E-R9"
"9";"9";"9";"9";"9";"9";"9";"Lotus";"Elise Sprint 220"
"9";"9";"9";"9";"9";"9";"9";"Lotus";"Emira"
"9";"9";"9";"9";"9";"9";"9";"Lotus";"Evija"
"9";"9";"9";"9";"9";"9";"9";"Lotus";"Evora Sport 410"
"9";"9";"9";"9";"9";"9";"9";"Maserati";"Alfieri"
"9";"9";"9";"9";"9";"9";"9";"Maserati";"MC12"
"9";"9";"9";"9";"9";"9";"9";"Maserati";"MC20"
"9";"9";"9";"9";"9";"9";"9";"Maserati";"MC20 GT2"
"9";"9";"9";"9";"9";"9";"9";"Mazda";"Furai"
"9";"9";"9";"9";"9";"9";"9";"Mazzanti";"Evantra Millecavalli"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"570S Spider"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"600LT Spider"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"650S GT3"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"765LT"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"Artura"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"Elva"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"F1 LM"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"GT"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"P1"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"Sabre"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"Senna"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"Senna GTR"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"Solus GT"
"9";"9";"9";"9";"9";"9";"9";"McLaren";"Speedtail"
"9";"9";"9";"9";"9";"9";"9";"McMurtry";"Spéirling"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"2022 Showcar Vision AMG"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"AMG GT Black Series"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"AMG GT S"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"CLK-GTR"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"Mercedes-AMG ONE"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"Silver Lightning"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"SLR McLaren"
"9";"9";"9";"9";"9";"9";"9";"Mercedes-Benz";"Vision One-Eleven"
"9";"9";"9";"9";"9";"9";"9";"Mitsubishi";"Lancer Evolution"
"9";"9";"9";"9";"9";"9";"9";"Mosler";"Super GT"
"9";"9";"9";"9";"9";"9";"9";"Naran";"Hyper Coupé"
"9";"9";"9";"9";"9";"9";"9";"Nio";"EP9"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"370Z Édition Néon"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"37OZ Nismo"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"GT-R Néon Édition"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"GT-R Nismo"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"GTR-50 Italdesign"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"Leaf Nismo RC"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"R390 GT1"
"9";"9";"9";"9";"9";"9";"9";"Nissan";"Z GT4"
"9";"9";"9";"9";"9";"9";"9";"Noble";"M600 Speedster"
"9";"9";"9";"9";"9";"9";"9";"Pagani";"Huayra BC"
"9";"9";"9";"9";"9";"9";"9";"Pagani";"Huayra R"
"9";"9";"9";"9";"9";"9";"9";"Pagani";"Imola"
"9";"9";"9";"9";"9";"9";"9";"Pagani";"Utopia Coupé"
"9";"9";"9";"9";"9";"9";"9";"Pagani";"Zonda Cinque"
"9";"9";"9";"9";"9";"9";"9";"Pagani";"Zonda HP Barchetta"
"9";"9";"9";"9";"9";"9";"9";"Pagani";"Zonda R"
"9";"9";"9";"9";"9";"9";"9";"Peugeot";"9X8"
"9";"9";"9";"9";"9";"9";"9";"Peugeot";"Onyx"
"9";"9";"9";"9";"9";"9";"9";"Peugeot";"SR1"
"9";"9";"9";"9";"9";"9";"9";"Pininfarina";"H2 Speed"
"9";"9";"9";"9";"9";"9";"9";"Pininfarina";"Teorema"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"718 Cayman"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"718 Cayman GT4 Clubsport"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 50 Years Porsche Design"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 Carrera RS 3.8"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 GT1 Evolution"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 GT2 RS Clubsport"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 GT3 RS"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 GTS Coupé"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 Targa 4S"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"911 Turbo 50 Years"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"918 Spyder"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"935 (2019)"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"Boxster 25th Anniversary"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"Carrera GT"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"Mission R"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"Panamera Turbo S"
"9";"9";"9";"9";"9";"9";"9";"Porsche";"Taycan Turbo S"
"9";"9";"9";"9";"9";"9";"9";"Praga";"Bohema"
"9";"9";"9";"9";"9";"9";"9";"Praga";"R1"
"9";"9";"9";"9";"9";"9";"9";"Puritalia";"Berlinetta"
"9";"9";"9";"9";"9";"9";"9";"Raesr";"Tachyon Speed"
"9";"9";"9";"9";"9";"9";"9";"Raesr";"Tartarus"
"9";"9";"9";"9";"9";"9";"9";"Renault";"Dezir"
"9";"9";"9";"9";"9";"9";"9";"Renault";"R.S. 01"
"9";"9";"9";"9";"9";"9";"9";"Renault";"TreZor"
"9";"9";"9";"9";"9";"9";"9";"Rezvani";"Beast X"
"9";"9";"9";"9";"9";"9";"9";"Rimac";"C TWO"
"9";"9";"9";"9";"9";"9";"9";"Rimac";"Concept S"
"9";"9";"9";"9";"9";"9";"9";"Rimac";"Concept_One"
"9";"9";"9";"9";"9";"9";"9";"Rimac";"Nevera"
"9";"9";"9";"9";"9";"9";"9";"Rimac";"Nevera Time Attack"
"9";"9";"9";"9";"9";"9";"9";"Saleen";"S1"
"9";"9";"9";"9";"9";"9";"9";"Saleen";"S7 Twin Turbo"
"9";"9";"9";"9";"9";"9";"9";"Sin";"R1 550"
"9";"9";"9";"9";"9";"9";"9";"Spania GTA";"2015 GTA Spano"
"9";"9";"9";"9";"9";"9";"9";"SSC";"Tuatara"
"9";"9";"9";"9";"9";"9";"9";"SSC";"Tuatara Striker"
"9";"9";"9";"9";"9";"9";"9";"SSC";"Ultimate Aero TT"
"9";"9";"9";"9";"9";"9";"9";"Techrules";"AT96 track version"
"9";"9";"9";"9";"9";"9";"9";"Torino Design";"Super Sport"
"9";"9";"9";"9";"9";"9";"9";"Toroidion";"1MW"
"9";"9";"9";"9";"9";"9";"9";"Toyota";"GR Super Sport Concept"
"9";"9";"9";"9";"9";"9";"9";"Toyota";"GR Supra 2023"
"9";"9";"9";"9";"9";"9";"9";"Toyota";"GR Supra Racing Concept"
"9";"9";"9";"9";"9";"9";"9";"Trion";"Nemesis"
"9";"9";"9";"9";"9";"9";"9";"Tushek";"TS 900 Racer Pro"
"9";"9";"9";"9";"9";"9";"9";"TVR";"Griffith"
"9";"9";"9";"9";"9";"9";"9";"TVR";"Sagaris"
"9";"9";"9";"9";"9";"9";"9";"Ultima";"RS"
"9";"9";"9";"9";"9";"9";"9";"Vanda Electrics";"Dendrobium"
"9";"9";"9";"9";"9";"9";"9";"Vencer";"Sarthe"
"9";"9";"9";"9";"9";"9";"9";"Vision";"1789"
"9";"9";"9";"9";"9";"9";"9";"VLF";"Force 1 V10"
"9";"9";"9";"9";"9";"9";"9";"Volkswagen";"Electric R"
"9";"9";"9";"9";"9";"9";"9";"Volkswagen";"W12 Coupe"
"9";"9";"9";"9";"9";"9";"9";"Volkswagen";"XL Sport Concept"
"9";"9";"9";"9";"9";"9";"9";"W Motors";"Fenyr Supersport"
"9";"9";"9";"9";"9";"9";"9";"W Motors";"Lykan Édition Néon"
"9";"9";"9";"9";"9";"9";"9";"W Motors";"Lykan Hypersport"
"9";"9";"9";"9";"9";"9";"9";"Zenvo";"Aurora Tur"
"9";"9";"9";"9";"9";"9";"9";"Zenvo";"TS1 GT Anniversary"
"9";"9";"9";"9";"9";"9";"9";"Zenvo";"TSR-S"
"9";"9";"9";"9";"9";"9";"9";"Lotus";"Emeya"
"9";"9";"9";"9";"9";"9";"9";"Aston Martin";"DB5 770 Ultimate"
"9";"9";"9";"9";"9";"9";"9";"BMW";"M Hybrid V8"
"9";"9";"9";"9";"9";"9";"9";"Automobili Pininfarina";"B95"
"9";"9";"9";"9";"9";"9";"9";"Ford";"Mustang RTR Spec 5-FD"
"9";"9";"9";"9";"9";"9";"9";"Raesr";"Aglaia"
"9";"9";"9";"9";"9";"9";"9";"Koenigsegg";"One:1"
