"Brand";"Model";"Stars";"GameUpdate";"CarOrder";"StatOrder";"Level";"Epic";"Evo";"SettingClass"
"Peugeot";"SR1";"4";"27";"13";"37";"11";"0";"0";"class-d"
"Ares";"S1";"5";"28";"45";"12";"12";"8";"0";"class-c"
"Bugatti";"Bolide";"6";"28";"69";"10";"3";"1";"0";"class-s"
"Chrysler";"ME412";"6";"28";"12";"58";"0";"1";"0";"class-s"
"Faraday Future";"FFZero1";"6";"28";"30";"60";"8";"3";"0";"class-s"
"Jaguar";"XJ220S TWR";"6";"28";"9";"62";"8";"8";"0";"class-s"
"McLaren";"650S GT3";"6";"28";"39";"9";"13";"8";"0";"class-a"
"Peugeot";"9X8";"6";"28";"25";"15";"13";"16";"0";"class-a"
"Porsche";"Boxster 25th Anniversary";"3";"28";"3";"55";"10";"2";"0";"class-c"
"Praga";"R1";"4";"28";"25";"18";"11";"0";"0";"class-d"
"Donkervoort";"D8 GTO";"3";"29";"11";"34";"10";"4";"0";"class-c"
"Ferrari";"F50";"4";"29";"4";"67";"9";"2";"0";"class-b"
"Mercedes-Benz";"AMG GT Black Series";"5";"29";"54";"14";"12";"8";"0";"class-c"
"Spania GTA";"2015 GTA Spano";"6";"29";"14";"65";"0";"2";"0";"class-s"
"Torino Design";"Super Sport";"6";"29";"38";"31";"8";"5";"0";"class-s"
"FV Frangivento";"Sorpasso GT3";"6";"30";"17";"70";"6";"3";"0";"class-s"
"Jaguar";"XJR-9";"6";"30";"56";"2";"10";"5";"0";"class-a"
"Kepler";"Motion";"3";"30";"21";"56";"5";"1";"0";"class-b"
"Koenigsegg";"CCXR";"6";"30";"58";"19";"10";"2";"0";"class-s"
"KTM";"X-Bow GTX";"3";"30";"6";"38";"10";"0";"0";"class-d"
"Lamborghini";"Revuelto";"6";"30";"70";"19";"13";"12";"0";"class-b"
"Maserati";"MC12";"5";"30";"36";"38";"10";"2";"0";"class-c"
"Apollo";"EVO";"6";"31";"64";"25";"0";"5";"0";"class-b"
"BMW";"M4 GT3";"4";"31";"12";"63";"11";"2";"0";"class-b"
"De Tomaso";"P72";"6";"31";"60";"10";"12";"12";"0";"class-a"
"Mercedes-Benz";"CLK-GTR";"5";"31";"33";"21";"12";"4";"0";"class-c"
"Porsche";"Panamera Turbo S";"5";"31";"50";"11";"12";"8";"0";"class-c"
"Porsche";"935 (2019)";"6";"31";"35";"17";"13";"16";"0";"class-a"
"Jaguar";"XJR-15";"4";"32";"23";"36";"7";"1";"0";"class-c"
"Koenigsegg";"CC850";"6";"32";"67";"12";"10";"11";"0";"class-s"
"McLaren";"Solus GT";"5";"32";"53";"2";"12";"2";"0";"class-b"
"Nissan";"370Z Édition Néon";"4";"32";"28";"7";"11";"0";"0";"class-d"
"Noble";"M600 Speedster";"6";"32";"51";"44";"13";"4";"0";"class-a"
"Saleen";"S7 Twin Turbo";"6";"32";"32";"18";"3";"1";"0";"class-s"
"Bugatti";"Chiron Super Sport 300+";"6";"33";"57";"20";"8";"10";"0";"class-s"
"Deus";"Vayanne";"6";"33";"63";"39";"13";"2";"0";"class-s"
"Ford";"Mustang Mach-E1400";"5";"33";"42";"9";"12";"1";"0";"class-d"
"Maserati";"MC20";"5";"33";"31";"10";"10";"2";"0";"class-b"
"McLaren";"Artura";"4";"33";"18";"57";"11";"8";"0";"class-b"
"Rimac";"Concept S";"6";"33";"26";"51";"6";"3";"0";"class-s"
"Aston Martin";"DBS GT Zagato";"6";"34";"26";"21";"12";"1";"0";"class-a"
"Devel";"Sixteen";"6";"34";"71";"1";"12";"1";"0";"class-s"
"Ferrari";"296 GTB";"5";"34";"52";"20";"12";"8";"0";"class-c"
"Ford";"Team Fordzilla P1";"6";"34";"55";"39";"12";"10";"0";"class-a"
"Lamborghini";"Invencible";"5";"34";"54";"32";"12";"8";"0";"class-b"
"Mercedes-Benz";"2022 Showcar Vision AMG";"4";"34";"25";"43";"11";"4";"0";"class-c"
"Alfa Romeo";"Giulia GTAm";"5";"35";"34";"30";"8";"5";"0";"class-d"
"ATS Automobili";"GT";"6";"35";"8";"72";"3";"2";"0";"class-s"
"Ferrari";"Daytona SP3";"5";"35";"55";"13";"12";"4";"0";"class-c"
"Formule E";"GEN 2 Asphalt Édition";"5";"35";"28";"5";"12";"8";"0";"class-c"
"Lamborghini";"Huracán STO";"4";"35";"16";"55";"0";"0";"0";"class-b"
"Pagani";"Utopia Coupé";"6";"35";"46";"6";"13";"7";"0";"class-a"
"W Motors";"Lykan Édition Néon";"6";"35";"49";"26";"6";"0";"0";"class-s"
"Aston Martin";"Vantage V12 2022";"5";"36";"37";"26";"12";"3";"0";"class-d"
"De Tomaso";"P900";"5";"36";"38";"26";"10";"2";"0";"class-c"
"FV Frangivento";"Asfanè";"6";"36";"49";"30";"10";"1";"0";"class-a"
"Lamborghini";"SC63";"5";"36";"49";"37";"12";"12";"0";"class-b"
"Porsche";"911 Carrera RS 3.8";"4";"36";"14";"36";"11";"1";"0";"class-d"
"Zenvo";"Aurora Tur";"6";"36";"65";"15";"13";"3";"0";"class-s"
"Aston Martin";"DB12";"5";"37";"27";"33";"10";"1";"0";"class-b"
"Lotus";"E-R9";"5";"37";"72";"31";"12";"12";"0";"class-b"
"Maserati";"MC20 GT2";"5";"37";"43";"39";"6";"5";"0";"class-c"
"McMurtry";"Spéirling";"5";"37";"12";"52";"10";"8";"0";"class-a"
"Nissan";"GT-R Néon Édition";"6";"37";"15";"56";"10";"5";"0";"class-s"
"Bugatti";"Chiron Pur Sport";"6";"38";"45";"34";"13";"16";"0";"class-s"
"Ferrari";"SF90 XX Stradale";"6";"38";"41";"33";"13";"1";"0";"class-a"
"Ford";"GT Frankie Edition";"5";"38";"19";"38";"8";"0";"0";"class-a"
"Ford";"Mustang RTR Spec 5 10th Anniversary";"4";"38";"9";"60";"0";"0";"0";"class-b"
"Koenigsegg";"Jesko Absolut";"6";"38";"70";"3";"13";"5";"0";"class-s"
"Lamborghini";"Autentica";"5";"38";"3";"75";"10";"12";"0";"class-s"
"Porsche";"Mission R";"3";"38";"24";"41";"10";"4";"0";"class-c"
"Aston Martin";"Valour";"4";"39";"14";"65";"9";"5";"0";"class-b"
"Automobili Pininfarina";"Battista Edizione Nino Farina";"6";"39";"28";"57";"13";"16";"0";"class-a"
"Bugatti";"Mistral";"6";"39";"50";"14";"8";"2";"0";"class-s"
"Czinger";"21C";"6";"39";"60";"48";"13";"6";"0";"class-s"
"Lamborghini";"Temerario";"6";"39";"71";"15";"13";"12";"0";"class-b"
"Mercedes-Benz";"Vision One-Eleven";"6";"39";"61";"1";"13";"16";"0";"class-a"
"Rimac";"Nevera Time Attack";"6";"39";"47";"53";"13";"16";"0";"class-s"
"TVR";"Sagaris";"4";"39";"17";"29";"11";"2";"0";"class-c"
"DS Automobiles";"E-TENSE Performance";"5";"40";"41";"23";"8";"5";"0";"class-d"
"Ferrari";"499P Modificata";"6";"40";"59";"7";"13";"15";"0";"class-a"
"Ford";"Shelby Super Snake";"6";"40";"48";"37";"12";"2";"0";"class-a"
"Jaguar";"XKR-S GT";"4";"40";"9";"48";"11";"0";"0";"class-c"
"McLaren";"Sabre";"6";"40";"32";"48";"13";"9";"0";"class-a"
"Pininfarina";"Teorema";"6";"40";"22";"54";"0";"2";"0";"class-s"
"Porsche";"911 Turbo 50 Years";"4";"40";"23";"52";"4";"2";"0";"class-b"
"Raesr";"Tartarus";"6";"40";"72";"2";"0";"0";"0";"class-s"
"FV Frangivento";"GT65";"5";"41";"57";"42";"10";"2";"0";"class-b"
"HTT";"Locus Pléthore LC750";"6";"41";"55";"13";"3";"1";"0";"class-s"
"Kimera";"EVO37";"5";"41";"43";"1";"8";"3";"0";"class-d"
"Lego Technic";"Chevrolet Corvette Stingray";"5";"41";"29";"40";"12";"2";"0";"class-b"
"Porsche";"911 50 Years Porsche Design";"4";"41";"22";"7";"4";"1";"0";"class-c"
"Praga";"Bohema";"5";"41";"31";"10";"8";"1";"0";"class-c"
"Ford";"GT MK IV";"6";"42";"67";"62";"13";"2";"0";"class-b"
"Hyundai";"Ioniq 5 N";"4";"42";"22";"31";"11";"1";"0";"class-d"
"Hyundai";"N Vision 74 Concept";"6";"42";"11";"76";"6";"0";"0";"class-s"
"Lexus";"Electrified Sport Concept";"6";"42";"58";"61";"12";"7";"0";"class-a"
"SSC";"Tuatara Striker";"6";"42";"61";"29";"13";"2";"0";"class-s"
"Toyota";"GR Supra 2023";"4";"42";"19";"40";"11";"2";"0";"class-d"
"Toyota";"GR Super Sport Concept";"5";"42";"52";"47";"6";"1";"0";"class-b"
"Formule E";"GEN 3 EVO Championship Edition";"5";"43";"34";"45";"12";"8";"0";"class-b"
"Lego Technic";"Aston Martin Valkyrie";"5";"43";"17";"40";"6";"5";"0";"class-a"
"Mercedes-Benz";"Mercedes-AMG ONE";"6";"43";"42";"16";"13";"4";"0";"class-a"
"Nissan";"Z GT4";"5";"43";"56";"17";"10";"3";"0";"class-c"
"SSC";"Ultimate Aero TT";"6";"43";"43";"38";"8";"6";"0";"class-s"
"Toyota";"GR Supra Racing Concept";"5";"43";"35";"13";"12";"4";"0";"class-d"
"Arash";"Imperium";"6";"44";"73";"4";"3";"0";"0";"class-s"
"Citroën";"DS Survolt";"4";"44";"12";"44";"7";"0";"0";"class-c"
"Ferrari";"F12 Berlinetta";"5";"44";"38";"34";"8";"0";"0";"class-b"
"Lego Technic";"Lamborghini Revuelto";"6";"44";"63";"36";"8";"0";"0";"class-b"
"Lego Technic";"Ferrari FXX K";"5";"44";"8";"56";"6";"0";"0";"class-a"
"Mercedes-Benz";"Silver Lightning";"6";"44";"63";"8";"12";"5";"0";"class-a"
"Mosler";"Super GT";"6";"44";"68";"6";"6";"7";"0";"class-s"
"Pagani";"Zonda Cinque";"6";"44";"24";"18";"10";"0";"0";"class-a"
"Aston Martin";"DBS 770 Ultimate";"5";"45";"48";"25";"8";"0";"0";"class-c"
"Automobili Pininfarina";"B95";"6";"45";"62";"35";"6";"5";"0";"class-a"
"BMW";"M Hybrid V8";"5";"45";"46";"29";"6";"6";"0";"class-b"
"Ford";"Mustang RTR Spec 5-FD";"6";"45";"35";"36";"12";"14";"0";"class-s"
"Koenigsegg";"One:1";"6";"45";"62";"21";"6";"6";"0";"class-s"
"Lotus";"Emeya";"4";"45";"18";"8";"7";"0";"0";"class-d"
"Raesr";"Aglaia";"6";"45";"52";"40";"6";"1";"0";"class-s"
"Dodge";"Charger SRT Hellcat Redeye Widebody";"5";"46";"57";"99";"6";"0";"0";"class-c"
"Koenigsegg";"Chimera";"6";"46";"78";"99";"3";"0";"0";"class-s"
"Lego Technic";"Bugatti Chiron Pur Sport";"6";"46";"76";"99";"3";"1";"0";"class-s"
"McLaren";"750S Coupé";"5";"46";"71";"99";"6";"1";"0";"class-b"
"Mercedes-Benz";"C 63 AMG DTM";"5";"46";"57";"99";"3";"2";"0";"class-c"
"Tushek";"Aeon E";"6";"46";"71";"99";"8";"2";"0";"class-s"
"Zenvo";"Aurora Agil";"6";"46";"63";"99";"6";"0";"0";"class-a"
"Icona";"Vulcano Spyder";"6";"47";"78";"99";"0";"1";"0";"class-s"
"Lego Technic";"BMW M4 GT3 EVO";"5";"47";"72";"99";"3";"2";"0";"class-b"
"Lexus";"LFA Nürburgring Package";"5";"47";"58";"99";"8";"1";"0";"class-c"
"Nilu27";"Nilu";"6";"47";"78";"99";"6";"8";"0";"class-s"
"Porsche";"935 Dragonforce Edition";"6";"47";"64";"99";"8";"4";"0";"class-a"
"Rimac";"Nevera R";"6";"47";"78";"99";"3";"0";"0";"class-s"
"Ares";"Panther";"6";"48";"99";"99";"12";"6";"0";"class-b"
"Ferrante Design";"Elytron";"6";"48";"75";"99";"2";"0";"0";"class-s"
"Ferrari";"12 Cilindri";"6";"48";"99";"99";"3";"0";"0";"class-b"
