Brand;Model;FullSpeed;FullAcceleration;FullHandling;FullNitro;FullUpgrade;FullCommon;FullRare;FullEpic;FullImport;FullStar1;FullStar2;FullStar3;FullStar4;FullStar5;FullStar6;FullBlueprint;FullEvo;ToInstallSpeed;ToInstallAcceleration;ToInstallHandling;ToInstallNitro;ToInstallUpgrade;ToInstallCommon;ToInstallRare;ToInstallEpic;ToInstallImport;ToUnblock;ToGold
Porsche;"911 GTS Coupé";;;;;;;;;;;;;;;;;;;;;;;;;;;
Rezvani;"Beast X";;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;"C TWO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Trion;Nemesis;;;;;;;;;;;;;;;;;;;;;;;;;;;
VLF;"Force 1 V10";;;;;;;;;;;;;;;;;;;;;;;;;;;
Volkswagen;"XL Sport Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
"W Motors";"Fenyr Supersport";;;;;;;;;;;;;;;;;;;;;;;;;;;
"W Motors";"Lykan Hypersport";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;J50;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotus;"Elise Sprint 220";;;;;;;;;;;;;;;;;;;;;;;;;;;
Genty;Akylone;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maserati;Alfieri;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"570S Spider";;;;;;;;;;;;;;;;;;;;;;;;;;;
Sin;"R1 550";;;;;;;;;;;;;;;;;;;;;;;;;;;
Apollo;N;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vencer;Sarthe;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zenvo;"TS1 GT Anniversary";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Huracán Evo Spyder";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Aventador J";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"SLR McLaren";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"LaFerrari Aperta";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"812 Superfast";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ginetta;G60;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;Jesko;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 Targa 4S";;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrinera;"Hussarya 33";;;;;;;;;;;;;;;;;;;;;;;;;;;
Artega;"Scalo Superelletra";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"Vantage GT12";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Senna;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 GT3 RS";;;;;;;;;;;;;;;;;;;;;;;;;;;
TVR;Griffith;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"DBS Superleggera";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Automobili Pininfarina";Battista;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Vanda Electrics";Dendrobium;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chevrolet;"Corvette ZR1";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Shelby GR-1";;;;;;;;;;;;;;;;;;;;;;;;;;;
Italdesign;Zerouno;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mazda;Furai;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"Leaf Nismo RC";;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;Nevera;;;;;;;;;;;;;;;;;;;;;;;;;;;
Techrules;"AT96 track version";;;;;;;;;;;;;;;;;;;;;;;;;;;
Honda;"Civic Type-R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotus;Evija;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 GT1 Evolution";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 GT2 RS Clubsport";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Carrera GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Taycan Turbo S";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"718 Cayman GT4 Clubsport";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Sián FKP 37";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Gallardo LP560-4";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;SC18;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Veneno;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"F1 LM";;;;;;;;;;;;;;;;;;;;;;;;;;;
BXR;"Bailey Blade GT1";;;;;;;;;;;;;;;;;;;;;;;;;;;
Chevrolet;"Corvette Stingray";;;;;;;;;;;;;;;;;;;;;;;;;;;
Chevrolet;"Corvette C7.R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"GT MK II";;;;;;;;;;;;;;;;;;;;;;;;;;;
SSC;Tuatara;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apex;AP-0;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"Valhalla Concept Car";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentley;"Mulliner Bacalar";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentley;"Continental GT3";;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;C-X75;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Speedtail;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"F8 Tributo";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"599XX EVO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"488 GTB Challenge EVO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"SF90 Stradale";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"Enzo Ferrari";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;F40;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apollo;IE;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMW;"I8 Roadster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;"La Voiture Noire";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;Divo;;;;;;;;;;;;;;;;;;;;;;;;;;;
Citroën;"GT by Citroën";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Huracán Super Trofeo Evo";;;;;;;;;;;;;;;;;;;;;;;;;;;
Peugeot;Onyx;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acura;"NSX GT3 EVO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Aspark;Owl;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Inferno Automobili";"Settimo Cerchio";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Inferno Automobili";Inferno;;;;;;;;;;;;;;;;;;;;;;;;;;;
Infiniti;"Projet Black S";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nio;EP9;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ATS Automobili";"Corsa RRTurbo";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;Roma;;;;;;;;;;;;;;;;;;;;;;;;;;;
Italdesign;DaVinci;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Murcielago LP 640 Roadster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Essenza SCV12";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mazzanti;"Evantra Millecavalli";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;Imola;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";Victor;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";Valkyrie;;;;;;;;;;;;;;;;;;;;;;;;;;;
Renault;"R.S. 01";;;;;;;;;;;;;;;;;;;;;;;;;;;
Volkswagen;"W12 Coupe";;;;;;;;;;;;;;;;;;;;;;;;;;;
Zenvo;TSR-S;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"V12 Speedster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;"Veyron 16.4 Grand Sport Vitesse";;;;;;;;;;;;;;;;;;;;;;;;;;;
Hennessey;"Venom F5";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Aventador SVJ Roadster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;SC20;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Elva;;;;;;;;;;;;;;;;;;;;;;;;;;;
Drako;GTE;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"McLaren Senna GTR";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Zonda HP Barchetta";;;;;;;;;;;;;;;;;;;;;;;;;;;
Raesr;"Tachyon Speed";;;;;;;;;;;;;;;;;;;;;;;;;;;
Renault;TreZor;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;Concept_One;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toroidion;1MW;;;;;;;;;;;;;;;;;;;;;;;;;;;
Volkswagen;"Electric R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Arash;AF10;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glickenhaus;004C;;;;;;;;;;;;;;;;;;;;;;;;;;;
Glickenhaus;007S;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;Gemera;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotus;Emira;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;GT;;;;;;;;;;;;;;;;;;;;;;;;;;;
Naran;"Hyper Coupé";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"GTR-50 Italdesign";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Zonda R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Saleen;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";One77;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"Senna GTR";;;;;;;;;;;;;;;;;;;;;;;;;;;
Puritalia;Berlinetta;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ultima;RS;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vision;1789;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arash;"AF8 Falcon Édition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bolwell;"MK X Nagari 500";;;;;;;;;;;;;;;;;;;;;;;;;;;
Brabham;BT62;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tushek;"TS 900 Racer Pro";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Countach 25th Anniversary";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Sesto Elemento";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Reventón Roadster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Miura Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Countach LPI 800-4";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Diablo GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bentley;"Continental GT Speed";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;EB110;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;Centodieci;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"Monza SP1";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;765LT;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"600LT Spider";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Huayra R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Renault;Dezir;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ajlani;Drakuma;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;"XE SV Project 8";;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;"Agera RS";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"R390 GT1";;;;;;;;;;;;;;;;;;;;;;;;;;;
Peugeot;SR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ares;S1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;Bolide;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chrysler;ME412;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Faraday Future";FFZero1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;"XJ220S TWR";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"650S GT3";;;;;;;;;;;;;;;;;;;;;;;;;;;
Peugeot;9X8;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Boxster 25th Anniversary";;;;;;;;;;;;;;;;;;;;;;;;;;;
Praga;R1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Donkervoort;"D8 GTO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;F50;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"AMG GT Black Series";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Spania GTA";"2015 GTA Spano";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Torino Design";"Super Sport";;;;;;;;;;;;;;;;;;;;;;;;;;;
"FV Frangivento";"Sorpasso GT3";;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;XJR-9;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kepler;Motion;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;CCXR;;;;;;;;;;;;;;;;;;;;;;;;;;;
KTM;"X-Bow GTX";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Revuelto;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maserati;MC12;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apollo;EVO;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMW;"M4 GT3";;;;;;;;;;;;;;;;;;;;;;;;;;;
"De Tomaso";P72;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;CLK-GTR;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Panamera Turbo S";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"935 (2019)";;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;XJR-15;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;CC850;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"Solus GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"370Z Édition Néon";;;;;;;;;;;;;;;;;;;;;;;;;;;
Noble;"M600 Speedster";;;;;;;;;;;;;;;;;;;;;;;;;;;
Saleen;"S7 Twin Turbo";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;"Chiron Super Sport 300+";;;;;;;;;;;;;;;;;;;;;;;;;;;
Deus;Vayanne;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Mustang Mach-E1400";;;;;;;;;;;;;;;;;;;;;;;;;;;
Maserati;MC20;;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Artura;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;"Concept S";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"DBS GT Zagato";;;;;;;;;;;;;;;;;;;;;;;;;;;
Devel;Sixteen;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"296 GTB";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Team Fordzilla P1";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Invencible;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"2022 Showcar Vision AMG";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Alfa Romeo";"Giulia GTAm";;;;;;;;;;;;;;;;;;;;;;;;;;;
"ATS Automobili";GT;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"Daytona SP3";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Formule E";"GEN 2 Asphalt Édition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Huracán STO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Utopia Coupé";;;;;;;;;;;;;;;;;;;;;;;;;;;
"W Motors";"Lykan Édition Néon";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"Vantage V12 2022";;;;;;;;;;;;;;;;;;;;;;;;;;;
"De Tomaso";P900;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FV Frangivento";Asfanè;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;SC63;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 Carrera RS 3.8";;;;;;;;;;;;;;;;;;;;;;;;;;;
Zenvo;"Aurora Tur";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";DB12;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotus;E-R9;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maserati;"MC20 GT2";;;;;;;;;;;;;;;;;;;;;;;;;;;
McMurtry;Spéirling;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"GT-R Néon Édition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;"Chiron Pur Sport";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"SF90 XX Stradale";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Mustang RTR Spec 5 10th Anniversary";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"GT Frankie Edition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;"Jesko Absolut";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Autentica;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"Mission R";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";Valour;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Automobili Pininfarina";"Battista Edizione Nino Farina";;;;;;;;;;;;;;;;;;;;;;;;;;;
Bugatti;Mistral;;;;;;;;;;;;;;;;;;;;;;;;;;;
Czinger;21C;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;Temerario;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"Vision One-Eleven";;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;"Nevera Time Attack";;;;;;;;;;;;;;;;;;;;;;;;;;;
TVR;Sagaris;;;;;;;;;;;;;;;;;;;;;;;;;;;
"DS Automobiles";"E-TENSE Performance";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"499P Modificata";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Shelby Super Snake";;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguar;"XKR-S GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;Sabre;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pininfarina;Teorema;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 Turbo 50 Years";;;;;;;;;;;;;;;;;;;;;;;;;;;
Raesr;Tartarus;;;;;;;;;;;;;;;;;;;;;;;;;;;
"FV Frangivento";GT65;;;;;;;;;;;;;;;;;;;;;;;;;;;
HTT;"Locus Pléthore LC750";;;;;;;;;;;;;;;;;;;;;;;;;;;
Kimera;EVO37;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Chevrolet Corvette Stingray";;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"911 50 Years Porsche Design";;;;;;;;;;;;;;;;;;;;;;;;;;;
Praga;Bohema;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"GT MK IV";;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai;"N Vision 74 Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
Hyundai;"Ioniq 5 N";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lexus;"Electrified Sport Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
SSC;"Tuatara Striker";;;;;;;;;;;;;;;;;;;;;;;;;;;
Toyota;"GR Supra 2023";;;;;;;;;;;;;;;;;;;;;;;;;;;
Toyota;"GR Super Sport Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Formule E";"GEN 3 EVO Championship Edition";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Aston Martin Valkyrie";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"Mercedes-AMG ONE";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nissan;"Z GT4";;;;;;;;;;;;;;;;;;;;;;;;;;;
SSC;"Ultimate Aero TT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Toyota;"GR Supra Racing Concept";;;;;;;;;;;;;;;;;;;;;;;;;;;
Arash;Imperium;;;;;;;;;;;;;;;;;;;;;;;;;;;
Citroën;"DS Survolt";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"F12 Berlinetta";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Ferrari FXX K";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Lamborghini Revuelto";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"Silver Lightning";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mosler;"Super GT";;;;;;;;;;;;;;;;;;;;;;;;;;;
Pagani;"Zonda Cinque";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Aston Martin";"DBS 770 Ultimate";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Automobili Pininfarina";B95;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMW;"M Hybrid V8";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ford;"Mustang RTR Spec 5-FD";;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;One:1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lotus;Emeya;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raesr;Aglaia;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dodge;"Charger SRT Hellcat Redeye Widebody";;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigsegg;Chimera;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"Bugatti Chiron Pur Sport";;;;;;;;;;;;;;;;;;;;;;;;;;;
McLaren;"750S Coupé";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;"C 63 AMG DTM";;;;;;;;;;;;;;;;;;;;;;;;;;;
Tushek;"Aeon E";;;;;;;;;;;;;;;;;;;;;;;;;;;
Zenvo;"Aurora Agil";;;;;;;;;;;;;;;;;;;;;;;;;;;
Icona;"Vulcano Spyder";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lego Technic";"BMW M4 GT3 EVO";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lexus;"LFA Nürburgring Package";;;;;;;;;;;;;;;;;;;;;;;;;;;
Nilu27;Nilu;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"935 Dragonforce Edition";;;;;;;;;;;;;;;;;;;;;;;;;;;
Rimac;"Nevera R";;;;;;;;;;;;;;;;;;;;;;;;;;;
Ares;Panther;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ferrante Design";Elytron;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrari;"12 Cilindri";;;;;;;;;;;;;;;;;;;;;;;;;;;
Lamborghini;"Huracán Sterrato";;;;;;;;;;;;;;;;;;;;;;;;;;;
Mercedes-Benz;C11;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porsche;"917 Living Legend";;;;;;;;;;;;;;;;;;;;;;;;;;;
